Price,Close,High,Low,Open,Volume
Ticker,XLF,XLF,XLF,XLF,XLF
Date,,,,,
2013-01-02,10.705470085144043,10.711816631276445,10.62297392526947,10.661049477127776,86126792
2013-01-03,10.692779541015625,10.72450929486874,10.648358928603477,10.705471144561955,59026942
2013-01-04,10.819696426391602,10.838733830584896,10.686433852051286,10.711817057642346,54822954
2013-01-07,10.794316291809082,10.807007898215405,10.73085751479001,10.800662095012243,44491664
2013-01-08,10.762585639953613,10.78162304666954,10.711818477057125,10.775277244430898,51457154
2013-01-09,10.749892234802246,10.845079997424685,10.711816682760936,10.787967041856332,59736737
2013-01-10,10.883158683776855,10.895851035639627,10.78797088722476,10.838737314725883,75427432
2013-01-11,10.857772827148438,10.864117884054146,10.787968261337952,10.857772827148438,52621188
2013-01-14,10.826047897338867,10.857776918760617,10.762589109507777,10.845085310191918,47142130
2013-01-15,10.870464324951172,10.883155928613466,10.756238402015928,10.775276552496669,51769213
2013-01-16,10.876811981201172,10.895850134927784,10.813353952070564,10.864119630387622,71678176
2013-01-17,10.870464324951172,10.908539880925353,10.838734570808137,10.883155928613466,69721255
2013-01-18,10.883158683776855,10.895851035639627,10.807008297537681,10.864120528476445,70050794
2013-01-22,10.984689712524414,10.984689712524414,10.864117985457103,10.864117985457103,52164733
2013-01-23,10.97834587097168,10.991038222129957,10.921233643202951,10.97834587097168,46065374
2013-01-24,11.035453796386719,11.098912543203861,10.984686649935583,11.010069850667596,82546675
2013-01-25,11.086227416992188,11.092573220881025,11.016422829227437,11.086227416992188,56354565
2013-01-28,11.041804313659668,11.105262342599152,10.997382948414602,11.098917284692629,38270928
2013-01-29,11.086227416992188,11.098919024769863,11.003731221449762,11.016422829227437,46096888
2013-01-30,11.035453796386719,11.079875142654851,11.010069850667596,11.060836997118733,39875044
2013-01-31,11.029112815856934,11.048150224725173,10.978345647220863,11.016421209944774,43701239
2013-02-01,11.175066947937012,11.206795960372503,11.08622496813026,11.08622496813026,71294104
2013-02-04,11.048151016235352,11.124301402151298,11.022767802592533,11.098918188508478,61435148
2013-02-05,11.156030654907227,11.194106221163395,11.08622681591467,11.1052634815615,58311731
2013-02-06,11.175066947937012,11.18141275042411,11.079879165643161,11.092570770617359,36912889
2013-02-07,11.143339157104492,11.21314448675666,11.054497906606304,11.200452879542633,62169070
2013-02-08,11.168721199035645,11.181412804070733,11.136992186447923,11.162375396518101,54945808
2013-02-11,11.219489097595215,11.238526507656452,11.149685260704008,11.168722670765245,34986990
2013-02-12,11.308331489562988,11.321023095883325,11.194105542705051,11.232181106653515,68228421
2013-02-13,11.28294849395752,11.340061472256135,11.238527123061369,11.333715668554902,49634536
2013-02-14,11.321022033691406,11.327367836256181,11.2258342502324,11.23852511037456,38606376
2013-02-15,11.270255088806152,11.352751268750511,11.232180272672172,11.346406211048917,78615969
2013-02-19,11.37813949584961,11.384484555933142,11.295643284936158,11.308334895078584,54735061
2013-02-20,11.206796646118164,11.378135558716204,11.20045158823019,11.371789755840805,67902699
2013-02-21,11.11795425415039,11.187758828213562,11.073532890660228,11.187758828213562,64595863
2013-02-22,11.257561683654785,11.257561683654785,11.175065516899286,11.19410292192272,53303285
2013-02-25,10.952962875366211,11.327368989751603,10.946617072155227,11.327368989751603,88097007
2013-02-26,11.010072708129883,11.041802462266883,10.889501728373721,11.016419254947124,91502446
2013-02-27,11.181412696838379,11.206795906665125,10.984690585718972,10.991037133163033,77002374
2013-02-28,11.162376403808594,11.257564195148866,11.136993191447841,11.181413813079159,76742387
2013-03-01,11.194107055664062,11.22583682074085,11.016423053189254,11.079881838355274,63689232
2013-03-04,11.289291381835938,11.295637928885492,11.149682991479654,11.162374595604104,44648986
2013-03-05,11.384483337402344,11.454288675689481,11.340062706658385,11.359100864821968,81640166
2013-03-06,11.460628509521484,11.505050609986005,11.409862097532915,11.466975056007318,81642628
2013-03-07,11.543124198913574,11.555816546375604,11.486011987776983,11.486011987776983,58971794
2013-03-08,11.574854850769043,11.625622009605843,11.498704485007488,11.612930406143466,75238474
2013-03-11,11.663698196411133,11.682736348838658,11.549473006782877,11.581202019183122,60897570
2013-03-12,11.600239753723145,11.663697776237619,11.568509997478557,11.651006171734725,40250869
2013-03-13,11.631970405578613,11.644662011871558,11.574857432272898,11.612932996139193,29836732
2013-03-14,11.708118438720703,11.727155844339668,11.657351278749493,11.676388684368458,82792382
2013-03-15,11.747596740722656,11.760331138959327,11.65208800644832,11.709392798513337,61508885
2013-03-18,11.632984161376953,11.683922495253816,11.569311430905678,11.594780971593716,50767302
2013-03-19,11.569313049316406,11.69665852807309,11.499273110750162,11.683924129697285,80060793
2013-03-20,11.645723342895508,11.67119289404832,11.613887338328892,11.632988941068861,77461167
2013-03-21,11.505642890930176,11.626621189777572,11.505642890930176,11.582049293360821,70564736
2013-03-22,11.575682640075684,11.594784240352354,11.512009891654023,11.569314692484035,54333878
2013-03-25,11.543843269348145,11.652086386813405,11.480170539515965,11.620249648147713,61043567
2013-03-26,11.620251655578613,11.626619602411196,11.543845263579628,11.58841565891237,59791763
2013-03-27,11.562946319580078,11.575680717649666,11.499272834233539,11.537476775941602,39216336
2013-03-28,11.594782829284668,11.601150028602012,11.531110836111216,11.556578885881263,31685325
2013-04-01,11.537476539611816,11.632985270676658,11.49927259868631,11.588414878346065,27318475
2013-04-02,11.607515335083008,11.6202497316411,11.56294494712968,11.569311397909516,49287270
2013-04-03,11.416502952575684,11.613887681723938,11.371931797365038,11.613887681723938,109156340
2013-04-04,11.518370628356934,11.524737824876285,11.422861185568657,11.422861185568657,68118247
2013-04-05,11.480172157287598,11.499273007179951,11.314622737395231,11.333725082286207,73523198
2013-04-08,11.594782829284668,11.601150028602012,11.422866205218352,11.4674373479391,51458508
2013-04-09,11.626619338989258,11.703025729257119,11.582047449667701,11.626619338989258,62398898
2013-04-10,11.785801887512207,11.79853628705041,11.67119079666961,11.67119079666961,82560708
2013-04-11,11.811271667480469,11.874943670459258,11.75396611730011,11.792169319087384,60166233
2013-04-12,11.760332107543945,11.792168105757643,11.696659363617178,11.734863308972987,56836255
2013-04-15,11.512006759643555,11.798533675837461,11.499271615424467,11.741227395599616,88256176
2013-04-16,11.690287590026855,11.703021984329869,11.550207757695542,11.626615618511785,55160987
2013-04-17,11.47380542755127,11.594783718861205,11.378296682964125,11.582048571750114,97644397
2013-04-18,11.352825164794922,11.473802679631946,11.30188683104821,11.467435481351009,75975843
2013-04-19,11.512006759643555,11.518373958003489,11.378294099086503,11.39102849580637,66982034
2013-04-22,11.52474308013916,11.543845425906854,11.410132743029719,11.537477478984727,53919154
2013-04-23,11.734861373901367,11.741227824994912,11.60114870845423,11.613883105639815,92145028
2013-04-24,11.804902076721191,11.824003673746805,11.734862140127976,11.747596538145054,46441322
2013-04-25,11.874940872192383,11.944981553963233,11.824003281812525,11.849472077002455,44356254
2013-04-26,11.824002265930176,11.881307797683272,11.773064679926721,11.855838257182336,29434318
2013-04-29,11.874940872192383,11.894043216084102,11.824003281812525,11.874940872192383,36910920
2013-04-30,11.906779289245605,11.913146488939104,11.81763774603725,11.868576091084615,50558770
2013-05-01,11.773067474365234,11.900412217099449,11.766699527104107,11.887677070076581,49923082
2013-05-02,11.874940872192383,11.894043216084102,11.79216654032584,11.81126888421756,54011356
2013-05-03,12.002288818359375,12.059594366854048,11.9831864705282,11.995921618248792,50393078
2013-05-06,12.129632949829102,12.14236809690059,12.027757753252303,12.034124205538964,29340516
2013-05-07,12.193303108215332,12.231506296484298,12.104160840589376,12.174201514080849,48645304
2013-05-08,12.295181274414062,12.307915672834076,12.155101396795276,12.193305339554637,77939657
2013-05-09,12.206036567687988,12.301545278530831,12.17420057990675,12.301545278530831,46510750
2013-05-10,12.256978988647461,12.256978988647461,12.180571097459117,12.218775043053288,65637289
2013-05-13,12.295181274414062,12.32065081875341,12.206039737974649,12.237876481524003,38763821
2013-05-14,12.505301475524902,12.581708615894705,12.30791605144485,12.320651197755938,42067209
2013-05-15,12.619912147521973,12.651748145396914,12.47346506229852,12.505301807672824,58081658
2013-05-16,12.53713321685791,12.664477909247871,12.505297230635193,12.594438739557893,46165208
2013-05-17,12.70268440246582,12.70905309636794,12.588074822201913,12.594442021105463,59018818
2013-05-20,12.728155136108398,12.791827127360138,12.677216048108386,12.689950446358734,40420254
2013-05-21,12.759989738464355,12.823661722763719,12.721786547884738,12.753622540034419,44609840
2013-05-22,12.626276016235352,12.957373296787411,12.575338433072982,12.785457458616085,118123067
2013-05-23,12.549873352050781,12.613545349829328,12.40979271443982,12.447996660606336,73706248
2013-05-24,12.562605857849121,12.568973056667149,12.428893187671996,12.486197977034243,62105304
2013-05-28,12.689949035644531,12.80456010215522,12.632644249888413,12.734520919564408,58804501
2013-05-29,12.689949035644531,12.753622514816449,12.594441059384335,12.61990985305372,59443390
2013-05-30,12.842765808105469,12.887336200568324,12.683584340025273,12.709053135718333,68429074
2013-05-31,12.632644653320312,12.86186679366205,12.626277454699625,12.810927709698053,73854091
2013-06-03,12.645380020141602,12.696319108011338,12.447995352767403,12.683584709793557,123404549
2013-06-04,12.530774116516113,12.734526802495902,12.498938109722197,12.664486092550138,77242788
2013-06-05,12.327018737792969,12.556240926635622,12.28244833801755,12.505302579392875,108448023
2013-06-06,12.498932838439941,12.505300037113432,12.237875450329078,12.31428183441096,87829880
2013-06-07,12.71541976928711,12.734521365207607,12.530768766224542,12.56897270556479,65529331
2013-06-10,12.721784591674805,12.791823763634286,12.677212714520545,12.779089368732562,81226304
2013-06-11,12.511661529541016,12.645373388201037,12.492559942232287,12.594435822044424,86971873
2013-06-12,12.377950668334961,12.600804794183228,12.352481881666252,12.59443759751605,79029954
2013-06-13,12.613543510437012,12.626277908135705,12.339750969918,12.371588459163288,85934756
2013-06-14,12.447997093200684,12.626280188175102,12.4288954932033,12.59444418817946,54618855
2013-06-17,12.56897258758545,12.626277374809046,12.498932655701806,12.543502298265357,56877616
2013-06-18,12.651747703552246,12.683585195314032,12.568974111968153,12.581708510673398,42143039
2013-06-19,12.479830741882324,12.670847441925046,12.467096345046091,12.658113045088813,75429279
2013-06-20,12.212407112121582,12.40979178545787,12.16146877021254,12.365221390349374,126575852
2013-06-21,12.223273277282715,12.319166971930711,12.076235928583428,12.312773358476123,105462601
2013-06-24,12.005913734436035,12.133771744314929,11.878054974044936,12.06984236411938,96897057
2013-06-25,12.229667663574219,12.287204941778002,12.095416766310644,12.127381837478042,80205190
2013-06-26,12.351131439208984,12.39588223087067,12.274417082952741,12.34473857618763,82233016
2013-06-27,12.510957717895508,12.530137062380655,12.41506399751939,12.434242591492133,52961682
2013-06-28,12.43423843383789,12.491774947029956,12.363916195605844,12.466203496949996,63374219
2013-07-01,12.472600936889648,12.78585508674299,12.466208822151286,12.523744609408812,73513720
